attitudes_count,comments_count,reposts_count,mid,raw_text,source,user.description,user.follow_count,user.followers_count,user.gender,user.id,user.mbrank,user.mbtype,user.profile_url,user.profile_image_url,user.screen_name,user.statuses_count,user.urank,user.verified,user.verified_reason,F_or_T
0,0,0,4496401763112710,//@羽珊-YiBo:一宝儿！来！跟我一起读~“一定要好好吃饭！注意身体,三星A40s超大电量,有意做兼职＋🐧：180552779 微❤：Zxy060815,91,5,f,7223073636,0,0,https://m.weibo.cn/u/7223073636?uid=7223073636,"https://tvax1.sinaimg.cn/crop.0.0.664.664.180/007SPhpGly8gdla211qqaj30ig0ihdha.jpg?KID=imgbed,tva&Expires=1587529779&ssig=jYUipQSWQg",王甜甜香菜多好次,43,2,False,,T
0,0,0,4496163107153108,早,iPhone客户端,“太阳下山了夜里还有灯打开。”,192,114,f,7278004176,0,0,https://m.weibo.cn/u/7278004176?uid=7278004176,"https://tvax4.sinaimg.cn/crop.0.0.888.888.180/007WxLm8ly8gdiv3zw3ukj30oo0oowf8.jpg?KID=imgbed,tva&Expires=1587529779&ssig=0pFhub13Ae",许夏扬o3o,1138,3,False,,T
0,0,0,4496163102951514,[心][心]//@林汨泽一:想你,Redmi K30 5G先锋,我不能再当一只咸鱼了！！！！,183,166,f,5373304364,3,11,https://m.weibo.cn/u/5373304364?uid=5373304364,"https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/005RDPVqly8gdmcpgysd2j30ru0ru779.jpg?KID=imgbed,tva&Expires=1587529779&ssig=w9RGW5Npa2",爱啪嗒的小红豆,2967,14,False,,T
0,0,0,4496163099136256,转发微博,微博国际版,反黑小号，傻逼勿扰,42,2,f,7384936037,0,0,https://m.weibo.cn/u/7384936037?uid=7384936037,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/0083Mrdzly8gdj82rwcquj30e80e8q4g.jpg?KID=imgbed,tva&Expires=1587529779&ssig=fARJ%2Bx4wE3",小甜豆啊85,204,0,False,,T
0,0,0,4496163098737920,//@林汨泽一:想你,Redmi K30 5G先锋,只有王一博一个小可爱,134,635,f,6417546453,2,11,https://m.weibo.cn/u/6417546453?uid=6417546453,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/0070jmZLly8gdi4qe3kvjj30ru0rujts.jpg?KID=imgbed,tva&Expires=1587529779&ssig=F1prH8xAt%2F",YiboKiyo,13736,10,False,,T
0,0,0,4496163094852934,//@林汨泽一:坚持环保，用绿色行动守护地球，是我们共同的选择。为地球带去绿色希望，一起创造更多的十年！,Android,念念不忘，必有回响,573,582,f,5154200518,3,12,https://m.weibo.cn/u/5154200518?uid=5154200518,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/005COv0qly8gdi6o8fenpj30ro0ro404.jpg?KID=imgbed,tva&Expires=1587529779&ssig=xNMlAOwV3Z",____冷暖自知_,10668,14,False,,T
0,0,0,4496163090644096,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,小说动漫迷…肖战 王一博太上头了！张艺兴杨洋帅！,2072,314,f,5173552285,1,11,https://m.weibo.cn/u/5173552285?uid=5173552285,"https://tva4.sinaimg.cn/crop.2.0.746.746.180/005E7HhHjw8f9a0w3duqej30ku0kqgn5.jpg?KID=imgbed,tva&Expires=1587529779&ssig=baDzl3K2CL",夏目谢尔,6191,31,False,,T
0,0,0,4496418142512421,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,我是一个比较随心的女孩，喜欢小说、动漫、漫画，休息时间爱宅家里看看以上那些我有兴趣的3个选项,324,92,f,7273641360,4,12,https://m.weibo.cn/u/7273641360?uid=7273641360,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007Wfso8ly8g8m5smvw73j30ro0rojv3.jpg?KID=imgbed,tva&Expires=1587529781&ssig=TsSew7ra7j",喜欢这样的生活方式,851,9,False,,T
0,0,0,4496418137983316,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,Just YIBO,295,141,f,2601316687,1,2,https://m.weibo.cn/u/2601316687?uid=2601316687,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/9b0cf14fly8gdtm6506hpj20u00u00x3.jpg?KID=imgbed,tva&Expires=1587541718&ssig=0G19gnXD5T",一个一口猪猪包,2599,18,False,,T
0,0,0,4496418124874408,转发微博,iPhone X,🌴🍍,102,30,f,6397525656,3,11,https://m.weibo.cn/u/6397525656?uid=6397525656,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006YXmFGly8gcezzo9vt3j30u00u0wh2.jpg?KID=imgbed,tva&Expires=1587541718&ssig=rmIcfY4oMX",Web的心动女孩,473,4,False,,T
