attitudes_count,comments_count,reposts_count,mid,raw_text,source,user.description,user.follow_count,user.followers_count,user.gender,user.id,user.mbrank,user.mbtype,user.profile_url,user.profile_image_url,user.screen_name,user.statuses_count,user.urank,user.verified,user.verified_reason
0,0,0,4351663059997022,轉發微博,iPhone客户端,,63,1,f,6795764909,0,0,https://m.weibo.cn/u/6795764909?uid=6795764909,"https://tvax4.sinaimg.cn/crop.0.0.179.179.180/007pUkTrly8fwk9phyl8yj304z04zaa1.jpg?KID=imgbed,tva&Expires=1587421902&ssig=I4aZAupuCD",你个老蔡磊丶,62,4,False,
0,0,0,4351662896372089,我们什么都没有，唯一的本钱就是青春。梦想让我与众不同，奋斗让我改变命运。@蔡徐坤,HUAWEI nova 3i,,4,1,f,6791373935,0,0,https://m.weibo.cn/u/6791373935?uid=6791373935,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/007pBUBhly8g40f015h04j30ru0rutae.jpg?KID=imgbed,tva&Expires=1587421902&ssig=htpXfWLPde",YouCanBegirlfriend,24,2,False,
0,0,0,4351662866628385,小卷毛~好可爱~你就像是深海里的小精灵 ，喜欢海的你，喜欢动物的你，在海底世界一定很开心和自由吧！愿宝贝也能一直开心和自由~[心]@蔡徐坤 ,iPhone客户端,,169,39,m,6422764419,1,2,https://m.weibo.cn/u/6422764419?uid=6422764419,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/0070Fgqvly8g2hjo6av94j30e80e8q3k.jpg?KID=imgbed,tva&Expires=1587421902&ssig=zWTdM9Ap5I",粉虾米incapable,204,10,False,
0,0,0,4354466104620960,所有的一切都不是与生俱来的，贵在的是坚持。感谢你的坚持让我遇到你，喜欢你。 蔡徐坤@蔡徐坤 ,iPhone客户端,,84,1,m,6927249766,0,0,https://m.weibo.cn/u/6927249766?uid=6927249766,"https://tvax4.sinaimg.cn/crop.0.0.100.100.180/007yO26Wly8fyyxfa2ge5j302s02sglq.jpg?KID=imgbed,tva&Expires=1587421902&ssig=xMykMvFdjK",pvc最小,22,4,False,
0,0,0,4354465702245776,他的舞台耀眼得照亮了整片夜空，他年少却不惧岁月成长梦想，不会囿于掌间方寸与横膈之上@蔡徐坤 ,iPhone客户端,,85,1,m,6927249554,0,0,https://m.weibo.cn/u/6927249554?uid=6927249554,"https://tvax1.sinaimg.cn/crop.0.0.100.100.180/007yO23wly8fyyxez2kzrj302s02s0so.jpg?KID=imgbed,tva&Expires=1587421902&ssig=P2DyTO1ayP",耽恋武杜势捷rh,22,4,False,
0,0,0,4354465227850073,转发微博,vivo X23 AI非凡摄影,,124,48,f,6525024366,1,2,https://m.weibo.cn/u/6525024366?uid=6525024366,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0077AkUuly8gcdgkjhlycj30u00u0wgt.jpg?KID=imgbed,tva&Expires=1587421902&ssig=CDge6K4mYM",颐颐的小心情,6996,4,False,
0,0,0,4352417690365609,转发微博,HUAWEI nova手机,,3,1,f,6773867761,0,0,https://m.weibo.cn/u/6773867761?uid=6773867761,"https://tvax1.sinaimg.cn/default/images/default_avatar_female_180.gif?KID=imgbed,tva&Expires=1587421902&ssig=wh7dnt0dF8",用户6773867761,16,0,False,
0,0,0,4352417624204504,晚安，小宝,iPhone客户端,,0,1,f,6797763009,0,0,https://m.weibo.cn/u/6797763009?uid=6797763009,"https://tvax1.sinaimg.cn/default/images/default_avatar_female_180.gif?KID=imgbed,tva&Expires=1587421902&ssig=wh7dnt0dF8",用户6797763009,25,2,False,
0,0,0,4352417615534823,轉發微博,OPPO智能手机,新的一年继续喜欢你,154,62,f,5868154930,3,12,https://m.weibo.cn/u/5868154930?uid=5868154930,"https://tvax3.sinaimg.cn/crop.0.0.664.664.180/006p8baaly8g5lqn023qtj30ig0igq48.jpg?KID=imgbed,tva&Expires=1587421902&ssig=qShF0szUuo",芷梦哟,1396,9,True,蔡徐坤超话粉丝大咖
0,0,0,4352417556710221,轉發微博,微博国际版,,63,1,m,6797731179,0,0,https://m.weibo.cn/u/6797731179?uid=6797731179,"https://tvax1.sinaimg.cn/crop.0.0.179.179.180/007q2Aptly8fwlbqmfsbfj304z04z749.jpg?KID=imgbed,tva&Expires=1587421902&ssig=Pnjc4bDLaa",储旭随__笔,170,4,False,
